CP,Latitud,Longitud
76130,20.61311462565354,-100.40512936007786
84063,31.299956800222713,-110.94224837694699
29500,17.86071740441995,-93.15027793939997
75030,20.584524943194975,-100.3996874370586
76000,20.592367671056607,-100.39736906091862
76028,20.599474044455363,-100.3873417082218
52786,19.987775,19.987757
5471,19.488888,19.455655
